txn_id,reporting_year,period_month,period_state,txn_date,account_id,account_name,account_type,txn_class,amount_base,base_currency,amount_reporting,reporting_currency,gl_code,category_group_key,source_system,source_record_ref
hbgl_2026_001002,2026,2026-03,forecast,2026-03-01,TWH - PERSONAL,TWH - Personal,budget,transfer_in,26.20,SGD,26.20,SGD,,,homebudget_sync,hb_gl:2026-03-01:1002
hbgl_2026_001003,2026,2026-03,forecast,2026-03-01,TWH - PERSONAL,TWH - Personal,budget,transfer_in,10.20,SGD,10.20,SGD,,,homebudget_sync,hb_gl:2026-03-01:1003
hbgl_2026_001004,2026,2026-03,forecast,2026-03-02,TWH - PERSONAL,TWH - Personal,budget,transfer_in,56.73,SGD,56.73,SGD,,,homebudget_sync,hb_gl:2026-03-02:1004
hbgl_2026_001005,2026,2026-03,forecast,2026-03-02,TWH - PERSONAL,TWH - Personal,budget,expense,-12.25,SGD,-12.25,SGD,03 dining,01 food,homebudget_sync,hb_gl:2026-03-02:1005
hbgl_2026_001006,2026,2026-03,forecast,2026-03-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-10.20,SGD,-10.20,SGD,,,homebudget_sync,hb_gl:2026-03-01:1006
hbgl_2026_001007,2026,2026-03,forecast,2026-03-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-26.20,SGD,-26.20,SGD,,,homebudget_sync,hb_gl:2026-03-01:1007
hbgl_2026_001008,2026,2026-03,forecast,2026-03-02,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-56.73,SGD,-56.73,SGD,,,homebudget_sync,hb_gl:2026-03-02:1008
hbgl_2026_001009,2026,2026-03,forecast,2026-03-01,TWH - PERSONAL,TWH - Personal,budget,transfer_in,48.99,SGD,48.99,SGD,,,homebudget_sync,hb_gl:2026-03-01:1009
hbgl_2026_001010,2026,2026-03,forecast,2026-03-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-27.58,SGD,-27.58,SGD,,,homebudget_sync,hb_gl:2026-03-01:1010
hbgl_2026_001011,2026,2026-03,forecast,2026-03-01,TWH - PERSONAL,TWH - Personal,budget,transfer_in,27.58,SGD,27.58,SGD,,,homebudget_sync,hb_gl:2026-03-01:1011
hbgl_2026_001012,2026,2026-03,forecast,2026-03-01,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-48.99,SGD,-48.99,SGD,,,homebudget_sync,hb_gl:2026-03-01:1012
hbgl_2026_001013,2026,2026-03,forecast,2026-03-02,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-21.23,SGD,-21.23,SGD,,,homebudget_sync,hb_gl:2026-03-02:1013
hbgl_2026_001014,2026,2026-03,forecast,2026-03-02,TWH - PERSONAL,TWH - Personal,budget,transfer_in,21.23,SGD,21.23,SGD,,,homebudget_sync,hb_gl:2026-03-02:1014
hbgl_2026_001015,2026,2026-03,forecast,2026-03-03,TWH - PERSONAL,TWH - Personal,budget,transfer_in,13.45,SGD,13.45,SGD,,,homebudget_sync,hb_gl:2026-03-03:1015
hbgl_2026_001016,2026,2026-03,forecast,2026-03-03,TWH - PERSONAL,TWH - Personal,budget,expense,-13.45,SGD,-13.45,SGD,03 dining,01 food,homebudget_sync,hb_gl:2026-03-03:1016
hbgl_2026_001017,2026,2026-03,forecast,2026-03-02,TWH - PERSONAL,TWH - Personal,budget,expense,-6.15,SGD,-6.15,SGD,01 groceries,01 food,homebudget_sync,hb_gl:2026-03-02:1017
hbgl_2026_001018,2026,2026-03,forecast,2026-03-02,TWH - PERSONAL,TWH - Personal,budget,expense,-1.73,SGD,-1.73,SGD,04 IT services,09 discretionary,homebudget_sync,hb_gl:2026-03-02:1018
hbgl_2026_001019,2026,2026-03,forecast,2026-03-02,TWH - PERSONAL,TWH - Personal,budget,expense,-19.50,SGD,-19.50,SGD,21 project: MCFPipe,10 project,homebudget_sync,hb_gl:2026-03-02:1019
hbgl_2026_001020,2026,2026-03,forecast,2026-03-03,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-13.45,SGD,-13.45,SGD,,,homebudget_sync,hb_gl:2026-03-03:1020
hbgl_2026_001021,2026,2026-03,forecast,2026-03-03,TWH EZLINK SGD,TWH EZLink,cash,transfer_in,50.00,SGD,50.00,SGD,,,homebudget_sync,hb_gl:2026-03-03:1021
hbgl_2026_001022,2026,2026-02,actual,2026-02-28,TWH EZLINK SGD,TWH EZLink,cash,transfer_out,-7.96,SGD,-7.96,SGD,,,homebudget_sync,hb_gl:2026-02-28:1022
hbgl_2026_001023,2026,2026-02,actual,2026-02-28,TWH - PERSONAL,TWH - Personal,budget,expense,-7.96,SGD,-7.96,SGD,01 MRT,02 local transport,homebudget_sync,hb_gl:2026-02-28:1023
hbgl_2026_001024,2026,2026-03,forecast,2026-03-03,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-50.00,SGD,-50.00,SGD,,,homebudget_sync,hb_gl:2026-03-03:1024
hbgl_2026_001025,2026,2026-02,actual,2026-02-28,TWH - PERSONAL,TWH - Personal,budget,transfer_in,7.96,SGD,7.96,SGD,,,homebudget_sync,hb_gl:2026-02-28:1025
hbgl_2026_001026,2026,2026-03,forecast,2026-03-02,TWH - PERSONAL,TWH - Personal,budget,transfer_in,6.15,SGD,6.15,SGD,,,homebudget_sync,hb_gl:2026-03-02:1026
hbgl_2026_001027,2026,2026-03,forecast,2026-03-02,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-6.15,SGD,-6.15,SGD,,,homebudget_sync,hb_gl:2026-03-02:1027
hbgl_2026_001028,2026,2026-03,forecast,2026-03-03,TWH - PERSONAL,TWH - Personal,budget,expense,-18.70,SGD,-18.70,SGD,03 dining,01 food,homebudget_sync,hb_gl:2026-03-03:1028
hbgl_2026_001029,2026,2026-03,forecast,2026-03-04,TWH - PERSONAL,TWH - Personal,budget,transfer_in,28.83,SGD,28.83,SGD,,,homebudget_sync,hb_gl:2026-03-04:1029
hbgl_2026_001030,2026,2026-03,forecast,2026-03-04,TWH - PERSONAL,TWH - Personal,budget,transfer_in,24.18,SGD,24.18,SGD,,,homebudget_sync,hb_gl:2026-03-04:1030
hbgl_2026_001031,2026,2026-03,forecast,2026-03-04,TWH - PERSONAL,TWH - Personal,budget,transfer_in,142.68,SGD,142.68,SGD,,,homebudget_sync,hb_gl:2026-03-04:1031
hbgl_2026_001032,2026,2026-03,forecast,2026-03-04,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-28.83,SGD,-28.83,SGD,,,homebudget_sync,hb_gl:2026-03-04:1032
hbgl_2026_001033,2026,2026-03,forecast,2026-03-04,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-24.18,SGD,-24.18,SGD,,,homebudget_sync,hb_gl:2026-03-04:1033
hbgl_2026_001034,2026,2026-03,forecast,2026-03-04,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-142.68,SGD,-142.68,SGD,,,homebudget_sync,hb_gl:2026-03-04:1034
hbgl_2026_001035,2026,2026-03,forecast,2026-03-04,TWH - PERSONAL,TWH - Personal,budget,expense,-28.83,SGD,-28.83,SGD,12 dating,09 discretionary,homebudget_sync,hb_gl:2026-03-04:1035
hbgl_2026_001036,2026,2026-03,forecast,2026-03-04,TWH - PERSONAL,TWH - Personal,budget,expense,-24.18,SGD,-24.18,SGD,12 dating,09 discretionary,homebudget_sync,hb_gl:2026-03-04:1036
hbgl_2026_001037,2026,2026-03,forecast,2026-03-04,TWH - PERSONAL,TWH - Personal,budget,expense,-142.68,SGD,-142.68,SGD,12 dating,09 discretionary,homebudget_sync,hb_gl:2026-03-04:1037
hbgl_2026_001038,2026,2026-03,forecast,2026-03-03,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-18.70,SGD,-18.70,SGD,,,homebudget_sync,hb_gl:2026-03-03:1038
hbgl_2026_001039,2026,2026-03,forecast,2026-03-03,TWH - PERSONAL,TWH - Personal,budget,transfer_in,18.70,SGD,18.70,SGD,,,homebudget_sync,hb_gl:2026-03-03:1039
hbgl_2026_001040,2026,2026-03,forecast,2026-03-04,TWH - PERSONAL,TWH - Personal,budget,expense,-13.45,SGD,-13.45,SGD,03 dining,01 food,homebudget_sync,hb_gl:2026-03-04:1040
hbgl_2026_001041,2026,2026-03,forecast,2026-03-04,TWH - PERSONAL,TWH - Personal,budget,transfer_in,13.45,SGD,13.45,SGD,,,homebudget_sync,hb_gl:2026-03-04:1041
hbgl_2026_001042,2026,2026-03,forecast,2026-03-06,TWH - PERSONAL,TWH - Personal,budget,transfer_in,8.00,SGD,8.00,SGD,,,homebudget_sync,hb_gl:2026-03-06:1042
hbgl_2026_001043,2026,2026-03,forecast,2026-03-05,TWH - PERSONAL,TWH - Personal,budget,expense,-11.75,SGD,-11.75,SGD,03 dining,01 food,homebudget_sync,hb_gl:2026-03-05:1043
hbgl_2026_001044,2026,2026-03,forecast,2026-03-05,TWH - PERSONAL,TWH - Personal,budget,transfer_in,11.75,SGD,11.75,SGD,,,homebudget_sync,hb_gl:2026-03-05:1044
hbgl_2026_001045,2026,2026-03,forecast,2026-03-06,TWH - PERSONAL,TWH - Personal,budget,expense,-65.00,SGD,-65.00,SGD,14 fitness,09 discretionary,homebudget_sync,hb_gl:2026-03-06:1045
hbgl_2026_001046,2026,2026-03,forecast,2026-03-06,TWH - PERSONAL,TWH - Personal,budget,expense,-8.00,SGD,-8.00,SGD,14 fitness,09 discretionary,homebudget_sync,hb_gl:2026-03-06:1046
hbgl_2026_001047,2026,2026-03,forecast,2026-03-06,TWH - PERSONAL,TWH - Personal,budget,expense,-13.45,SGD,-13.45,SGD,03 dining,01 food,homebudget_sync,hb_gl:2026-03-06:1047
hbgl_2026_001048,2026,2026-03,forecast,2026-03-06,TWH - PERSONAL,TWH - Personal,budget,transfer_in,13.45,SGD,13.45,SGD,,,homebudget_sync,hb_gl:2026-03-06:1048
hbgl_2026_001049,2026,2026-03,forecast,2026-03-04,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-13.45,SGD,-13.45,SGD,,,homebudget_sync,hb_gl:2026-03-04:1049
hbgl_2026_001050,2026,2026-03,forecast,2026-03-05,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-11.75,SGD,-11.75,SGD,,,homebudget_sync,hb_gl:2026-03-05:1050
hbgl_2026_001051,2026,2026-03,forecast,2026-03-06,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-13.45,SGD,-13.45,SGD,,,homebudget_sync,hb_gl:2026-03-06:1051
hbgl_2026_001052,2026,2026-03,forecast,2026-03-06,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-8.00,SGD,-8.00,SGD,,,homebudget_sync,hb_gl:2026-03-06:1052
hbgl_2026_001053,2026,2026-03,forecast,2026-03-07,TWH - PERSONAL,TWH - Personal,budget,expense,-20.75,SGD,-20.75,SGD,01 groceries,01 food,homebudget_sync,hb_gl:2026-03-07:1053
hbgl_2026_001054,2026,2026-03,forecast,2026-03-07,TWH - PERSONAL,TWH - Personal,budget,expense,-2.25,SGD,-2.25,SGD,Sundries,08 sundries,homebudget_sync,hb_gl:2026-03-07:1054
hbgl_2026_001055,2026,2026-03,forecast,2026-03-06,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-65.00,SGD,-65.00,SGD,,,homebudget_sync,hb_gl:2026-03-06:1055
hbgl_2026_001056,2026,2026-03,forecast,2026-03-06,TWH - PERSONAL,TWH - Personal,budget,transfer_in,65.00,SGD,65.00,SGD,,,homebudget_sync,hb_gl:2026-03-06:1056
hbgl_2026_001057,2026,2026-03,forecast,2026-03-08,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-14.39,SGD,-14.39,SGD,,,homebudget_sync,hb_gl:2026-03-08:1057
hbgl_2026_001058,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,expense,-3.85,SGD,-3.85,SGD,01 groceries,01 food,homebudget_sync,hb_gl:2026-03-08:1058
hbgl_2026_001059,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,transfer_in,14.39,SGD,14.39,SGD,,,homebudget_sync,hb_gl:2026-03-08:1059
hbgl_2026_001060,2026,2026-03,forecast,2026-03-08,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-7.79,SGD,-7.79,SGD,,,homebudget_sync,hb_gl:2026-03-08:1060
hbgl_2026_001061,2026,2026-03,forecast,2026-03-08,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-26.38,SGD,-26.38,SGD,,,homebudget_sync,hb_gl:2026-03-08:1061
hbgl_2026_001062,2026,2026-03,forecast,2026-03-08,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-19.78,SGD,-19.78,SGD,,,homebudget_sync,hb_gl:2026-03-08:1062
hbgl_2026_001063,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,transfer_in,7.79,SGD,7.79,SGD,,,homebudget_sync,hb_gl:2026-03-08:1063
hbgl_2026_001064,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,expense,-26.38,SGD,-26.38,SGD,03 dining,01 food,homebudget_sync,hb_gl:2026-03-08:1064
hbgl_2026_001065,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,transfer_in,19.78,SGD,19.78,SGD,,,homebudget_sync,hb_gl:2026-03-08:1065
hbgl_2026_001066,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,expense,-7.79,SGD,-7.79,SGD,02 non alcoholic drinks,09 discretionary,homebudget_sync,hb_gl:2026-03-08:1066
hbgl_2026_001067,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,expense,-19.78,SGD,-19.78,SGD,02 non alcoholic drinks,09 discretionary,homebudget_sync,hb_gl:2026-03-08:1067
hbgl_2026_001068,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,expense,-14.39,SGD,-14.39,SGD,02 non alcoholic drinks,09 discretionary,homebudget_sync,hb_gl:2026-03-08:1068
hbgl_2026_001069,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,transfer_in,26.38,SGD,26.38,SGD,,,homebudget_sync,hb_gl:2026-03-08:1069
hbgl_2026_001070,2026,2026-03,forecast,2026-03-08,TWH 30 CC HASHEMIS SGD,30 CC Hashemis,credit,transfer_out,-150.00,SGD,-150.00,SGD,,,homebudget_sync,hb_gl:2026-03-08:1070
hbgl_2026_001071,2026,2026-03,forecast,2026-03-01,TWH 30 CC HASHEMIS SGD,30 CC Hashemis,credit,transfer_out,-150.00,SGD,-150.00,SGD,,,homebudget_sync,hb_gl:2026-03-01:1071
hbgl_2026_001072,2026,2026-03,forecast,2026-03-01,TWH - PERSONAL,TWH - Personal,budget,transfer_in,3000.00,SGD,3000.00,SGD,,,homebudget_sync,hb_gl:2026-03-01:1072
hbgl_2026_001073,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,transfer_in,150.00,SGD,150.00,SGD,,,homebudget_sync,hb_gl:2026-03-08:1073
hbgl_2026_001074,2026,2026-03,forecast,2026-03-01,TWH - PERSONAL,TWH - Personal,budget,transfer_in,150.00,SGD,150.00,SGD,,,homebudget_sync,hb_gl:2026-03-01:1074
hbgl_2026_001075,2026,2026-03,forecast,2026-03-01,TWH - PERSONAL,TWH - Personal,budget,expense,850.00,SGD,850.00,SGD,Rent,01 rental,homebudget_sync,hb_gl:2026-03-01:1075
hbgl_2026_001076,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,expense,697.00,SGD,697.00,SGD,Rent,01 rental,homebudget_sync,hb_gl:2026-03-08:1076
hbgl_2026_001077,2026,2026-03,forecast,2026-03-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-3000.00,SGD,-3000.00,SGD,,,homebudget_sync,hb_gl:2026-03-01:1077
hbgl_2026_001078,2026,2026-03,forecast,2026-03-08,TWH - PERSONAL,TWH - Personal,budget,transfer_out,-847.00,SGD,-847.00,SGD,,,homebudget_sync,hb_gl:2026-03-08:1078
hbgl_2026_001079,2026,2026-03,forecast,2026-03-10,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-25.86,SGD,-25.86,SGD,,,homebudget_sync,hb_gl:2026-03-10:1079
hbgl_2026_001080,2026,2026-03,forecast,2026-03-10,TWH - PERSONAL,TWH - Personal,budget,expense,-178.42,SGD,-178.42,SGD,Donations,09 discretionary,homebudget_sync,hb_gl:2026-03-10:1080
hbgl_2026_001081,2026,2026-03,forecast,2026-03-08,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_in,847.00,SGD,847.00,SGD,,,homebudget_sync,hb_gl:2026-03-08:1081
hbgl_2026_001082,2026,2026-03,forecast,2026-03-10,TWH - PERSONAL,TWH - Personal,budget,transfer_in,25.86,SGD,25.86,SGD,,,homebudget_sync,hb_gl:2026-03-10:1082
hbgl_2026_001083,2026,2026-03,forecast,2026-03-10,TWH - PERSONAL,TWH - Personal,budget,expense,-25.86,SGD,-25.86,SGD,01 groceries,01 food,homebudget_sync,hb_gl:2026-03-10:1083
hbgl_2026_001084,2026,2026-03,forecast,2026-03-10,TWH - PERSONAL,TWH - Personal,budget,transfer_in,178.42,SGD,178.42,SGD,,,homebudget_sync,hb_gl:2026-03-10:1084
hbgl_2026_001085,2026,2026-03,forecast,2026-03-10,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-178.42,SGD,-178.42,SGD,,,homebudget_sync,hb_gl:2026-03-10:1085
hbgl_2026_001086,2026,2026-02,actual,2026-02-25,TWH - PERSONAL,TWH - Personal,budget,transfer_in,341.67,SGD,341.67,SGD,,,homebudget_sync,hb_gl:2026-02-25:1086
hbgl_2026_001087,2026,2026-02,actual,2026-02-25,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-341.67,SGD,-341.67,SGD,,,homebudget_sync,hb_gl:2026-02-25:1087
hbgl_2026_001088,2026,2026-02,actual,2026-02-25,TWH 30 CC HASHEMIS SGD,30 CC Hashemis,credit,transfer_in,227.78,SGD,227.78,SGD,,,homebudget_sync,hb_gl:2026-02-25:1088
hbgl_2026_001089,2026,2026-02,actual,2026-02-25,TWH - PERSONAL,TWH - Personal,budget,transfer_out,-227.78,SGD,-227.78,SGD,,,homebudget_sync,hb_gl:2026-02-25:1089
hbgl_2026_001090,2026,2026-02,actual,2026-02-25,TWH - PERSONAL,TWH - Personal,budget,expense,-87.99,SGD,-87.99,SGD,Electricity,07 electricity,homebudget_sync,hb_gl:2026-02-25:1090
hbgl_2026_001091,2026,2026-02,actual,2026-02-25,TWH - PERSONAL,TWH - Personal,budget,expense,-0.87,SGD,-0.87,SGD,Gas,05 gas,homebudget_sync,hb_gl:2026-02-25:1091
hbgl_2026_001092,2026,2026-02,actual,2026-02-25,TWH - PERSONAL,TWH - Personal,budget,expense,-12.51,SGD,-12.51,SGD,Water,04 water,homebudget_sync,hb_gl:2026-02-25:1092
hbgl_2026_001093,2026,2026-02,actual,2026-02-25,TWH - PERSONAL,TWH - Personal,budget,expense,-12.52,SGD,-12.52,SGD,PUB other,06 utilities misc,homebudget_sync,hb_gl:2026-02-25:1093
hbgl_2026_001094,2026,2026-03,forecast,2026-03-02,TWH - PERSONAL,TWH - Personal,budget,transfer_in,12.25,SGD,12.25,SGD,,,homebudget_sync,hb_gl:2026-03-02:1094
hbgl_2026_001095,2026,2026-03,forecast,2026-03-02,TWH UOB ONE SGD,TWH UOB One SGD,credit,transfer_out,-12.25,SGD,-12.25,SGD,,,homebudget_sync,hb_gl:2026-03-02:1095
hbgl_2026_001096,2026,2026-02,actual,2026-02-01,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-02-01:1096
hbgl_2026_001097,2026,2026-03,forecast,2026-03-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-03-05:1097
hbgl_2026_001098,2026,2026-02,actual,2026-02-13,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,237.27,SGD,237.27,SGD,,Refund and Promotion,homebudget_sync,hb_gl:2026-02-13:1098
hbgl_2026_001099,2026,2026-01,actual,2026-01-27,TWH - PERSONAL,TWH - Personal,budget,transfer_out,-6.95,SGD,-6.95,SGD,,,homebudget_sync,hb_gl:2026-01-27:1099
hbgl_2026_001100,2026,2026-01,actual,2026-01-27,TWH 30 CC HASHEMIS SGD,30 CC Hashemis,credit,transfer_in,6.95,SGD,6.95,SGD,,,homebudget_sync,hb_gl:2026-01-27:1100
hbgl_2026_001101,2026,2026-03,forecast,2026-03-10,TWH 30 CC HASHEMIS SGD,30 CC Hashemis,credit,transfer_out,-6.95,SGD,-6.95,SGD,,,homebudget_sync,hb_gl:2026-03-10:1101
hbgl_2026_001102,2026,2026-03,forecast,2026-03-10,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_in,6.95,SGD,6.95,SGD,,,homebudget_sync,hb_gl:2026-03-10:1102
hbgl_2026_001103,2026,2026-01,actual,2026-01-31,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,0.30,SGD,0.30,SGD,,Interest Income,homebudget_sync,hb_gl:2026-01-31:1103
hbgl_2026_001104,2026,2026-02,actual,2026-02-28,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,0.27,SGD,0.27,SGD,,Interest Income,homebudget_sync,hb_gl:2026-02-28:1104
hbgl_2026_001105,2026,2026-03,forecast,2026-03-06,TWH - PERSONAL,TWH - Personal,budget,expense,-19.20,SGD,-19.20,SGD,08 professional services,09 discretionary,homebudget_sync,hb_gl:2026-03-06:1105
hbgl_2026_001106,2026,2026-03,forecast,2026-03-06,TWH - PERSONAL,TWH - Personal,budget,transfer_in,19.20,SGD,19.20,SGD,,,homebudget_sync,hb_gl:2026-03-06:1106
hbgl_2026_001107,2026,2026-03,forecast,2026-03-06,TWH CITI USD,TWH CITI,cash,transfer_out,-15.00,USD,-18.96,SGD,,,homebudget_sync,hb_gl:2026-03-06:1107
hbgl_2026_001108,2026,2026-03,forecast,2026-03-14,TWH IB CASH USD,TWH IB USD,credit,transfer_in,2000.00,USD,2527.40,SGD,,,homebudget_sync,hb_gl:2026-03-14:1108
hbgl_2026_001109,2026,2026-03,forecast,2026-03-14,TWH CITI USD,TWH CITI,cash,transfer_out,-2000.00,USD,-2527.40,SGD,,,homebudget_sync,hb_gl:2026-03-14:1109
hbgl_2026_001110,2026,2026-06,forecast,2026-06-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-06-05:1110
hbgl_2026_001111,2026,2026-05,forecast,2026-05-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-05-05:1111
hbgl_2026_001112,2026,2026-04,forecast,2026-04-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-04-05:1112
hbgl_2026_001113,2026,2026-10,forecast,2026-10-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-10-05:1113
hbgl_2026_001114,2026,2026-07,forecast,2026-07-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-07-05:1114
hbgl_2026_001115,2026,2026-03,forecast,2026-03-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-03-17:1115
hbgl_2026_001116,2026,2026-09,forecast,2026-09-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-09-05:1116
hbgl_2026_001117,2026,2026-08,forecast,2026-08-05,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,7400.00,SGD,7400.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-08-05:1117
hbgl_2026_001118,2026,2026-04,forecast,2026-04-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-04-17:1118
hbgl_2026_001119,2026,2026-05,forecast,2026-05-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-05-17:1119
hbgl_2026_001120,2026,2026-07,forecast,2026-07-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-07-17:1120
hbgl_2026_001121,2026,2026-06,forecast,2026-06-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-06-17:1121
hbgl_2026_001122,2026,2026-10,forecast,2026-10-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-10-17:1122
hbgl_2026_001123,2026,2026-09,forecast,2026-09-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-09-17:1123
hbgl_2026_001124,2026,2026-08,forecast,2026-08-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-08-17:1124
hbgl_2026_001125,2026,2026-02,actual,2026-02-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,income,2960.00,SGD,2960.00,SGD,,Salary and Wages,homebudget_sync,hb_gl:2026-02-17:1125
hbgl_2026_001126,2026,2026-03,forecast,2026-03-17,TWH CPF OA SGD,CPF OA,external,transfer_in,1680.40,SGD,1680.40,SGD,,,homebudget_sync,hb_gl:2026-03-17:1126
hbgl_2026_001127,2026,2026-04,forecast,2026-04-17,TWH CPF OA SGD,CPF OA,external,transfer_in,1680.40,SGD,1680.40,SGD,,,homebudget_sync,hb_gl:2026-04-17:1127
hbgl_2026_001128,2026,2026-05,forecast,2026-05-17,TWH CPF OA SGD,CPF OA,external,transfer_in,1680.40,SGD,1680.40,SGD,,,homebudget_sync,hb_gl:2026-05-17:1128
hbgl_2026_001129,2026,2026-05,forecast,2026-05-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-1680.40,SGD,-1680.40,SGD,,,homebudget_sync,hb_gl:2026-05-17:1129
hbgl_2026_001130,2026,2026-04,forecast,2026-04-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-1680.40,SGD,-1680.40,SGD,,,homebudget_sync,hb_gl:2026-04-17:1130
hbgl_2026_001131,2026,2026-03,forecast,2026-03-17,TWH DBS MULTI SGD,TWH DBS Multi SGD,cash,transfer_out,-1680.40,SGD,-1680.40,SGD,,,homebudget_sync,hb_gl:2026-03-17:1131
